X1.Mo,X3.Mo,X6.Mo,X1.Yr,X2.Yr,X3.Yr,X5.Yr,X7.Yr,X10.Yr,X20.Yr,X30.Yr
1.9863682715998382e-05,0.0013720044843261222,0.0007700795685483687,0.00012260334007760021,8.353717106157545e-05,2.1323075871648545e-05,0.023109855070819245,0.06626413597617326,0.1400628268050446,0.15480344572129098,0.1360992918187583
0.00020900106593089537,0.003253627639828827,0.001425085719342526,0.0009655089102888594,0.0001179424860639395,2.1323075871648545e-05,0.023109855070819245,0.08260922870863117,0.17160280161385644,0.1966485147543083,0.16721260182695724
0.001187275832360689,0.005935250795331533,0.004590104171724999,0.0016869616953944884,0.0001179424860639395,0.0011983845729042293,0.04495216613657506,0.12774777841769958,0.2644527386358858,0.3174766804335503,0.2797525318515538
0.001976413215575586,0.0075760623730828855,0.004590104171724999,0.0026084144805001187,0.0001179424860639395,0.0011983845729042293,0.05383293649182701,0.14244450690600485,0.2748377323380888,0.3763217494665678,0.3351441693618022
0.001976413215575586,0.00941687395083424,0.006045110322519156,0.0026084144805001187,0.0001179424860639395,0.0029830922375926154,0.11697717344571266,0.27816997056829434,0.48198262527553914,0.645533011792034,0.5759540643986973
0.001976413215575586,0.005935250795331533,0.0022800918701366833,0.0009655089102888594,8.353717106157545e-05,0.010944861399313586,0.19538102522197234,0.4191503414981261,0.5994625748931625,0.7982541360514652,0.6382673744068963
0.001187275832360689,0.005935250795331533,0.003335098020930842,0.00044405612518323,0.0024147265410568485,0.030491338225722944,0.3504868028863619,0.6519241694045681,0.835852486724004,0.9671752603108973,0.7724939944232943
0.0029655505987904824,0.0075760623730828855,0.003335098020930842,0.0009655089102888594,0.0003663345135603938,0.027098984393378746,0.3272060325311099,0.6519241694045681,0.891607467830613,1.1097583569571214,0.8815639594355927
0.0029655505987904824,0.00941687395083424,0.004590104171724999,0.0026084144805001187,0.0008491318560592109,0.02390663056103455,0.3624271880639879,0.752414354869484,1.0287024237460334,1.1522963845703285,0.9004422869376421
0.0029655505987904824,0.00941687395083424,0.006045110322519156,0.0026084144805001187,0.0003663345135603938,0.02390663056103455,0.38690795841923986,0.805359447601942,1.1114423985548452,1.2176034259901385,0.9978339244478912
