"Index","X1.mo","X3.mo","X6.mo","X1.yr","X2.yr","X3.yr","X5.yr","X7.yr","X10.yr","X20.yr","X30.yr"
"2014-05-19",0.01,0.03,0.05,0.09,0.36,0.79,1.56,2.09,2.54,3.11,3.39
"2014-05-23",0.04,0.04,0.05,0.1,0.37,0.79,1.55,2.09,2.54,3.12,3.4
"2014-06-02",0.04,0.04,0.06,0.1,0.39,0.83,1.6,2.12,2.54,3.1,3.38
"2014-06-09",0.03,0.04,0.06,0.11,0.43,0.88,1.69,2.22,2.62,3.18,3.45
"2014-06-16",0.03,0.04,0.07,0.11,0.49,0.95,1.71,2.21,2.61,3.14,3.4
"2014-06-23",0.02,0.03,0.06,0.1,0.48,0.96,1.72,2.23,2.63,3.18,3.45
"2014-06-30",0.02,0.04,0.07,0.11,0.47,0.88,1.62,2.13,2.53,3.08,3.34
"2014-07-07",0.02,0.04,0.06,0.12,0.52,1,1.74,2.24,2.63,3.17,3.44
"2014-07-14",0.02,0.03,0.06,0.11,0.48,0.95,1.68,2.17,2.55,3.1,3.36
"2014-07-21",0.02,0.03,0.06,0.11,0.51,0.99,1.7,2.14,2.49,3.01,3.26
"2014-07-28",0.03,0.04,0.06,0.11,0.54,1.01,1.73,2.17,2.5,3.01,3.26
"2014-08-04",0.02,0.04,0.06,0.12,0.47,0.93,1.66,2.15,2.51,3.04,3.3
"2014-08-11",0.03,0.04,0.05,0.1,0.47,0.93,1.62,2.09,2.44,2.97,3.24
"2014-08-18",0.02,0.03,0.05,0.1,0.44,0.89,1.58,2.04,2.39,2.92,3.2
"2014-08-25",0.02,0.04,0.05,0.11,0.53,0.99,1.69,2.09,2.39,2.88,3.13
"2014-08-29",0.02,0.03,0.05,0.09,0.48,0.94,1.63,2.05,2.35,2.83,3.09
"2014-09-08",0.01,0.02,0.05,0.1,0.54,1.02,1.72,2.16,2.48,2.97,3.23
"2014-09-15",0.01,0.02,0.05,0.11,0.58,1.06,1.8,2.26,2.6,3.09,3.34
"2014-09-22",0,0.01,0.04,0.1,0.58,1.06,1.8,2.26,2.57,3.04,3.28
"2014-09-29",0.01,0.02,0.05,0.11,0.58,1.06,1.77,2.21,2.5,2.95,3.18
"2014-10-06",0.01,0.02,0.05,0.11,0.54,1.02,1.7,2.13,2.43,2.88,3.12
"2014-10-10",0.02,0.01,0.04,0.1,0.45,0.89,1.55,1.99,2.31,2.77,3.03
"2014-10-20",0.03,0.02,0.06,0.1,0.37,0.76,1.41,1.85,2.2,2.68,2.96
"2014-10-27",0.03,0.02,0.06,0.11,0.41,0.81,1.51,1.94,2.27,2.75,3.04
"2014-11-03",0.03,0.02,0.07,0.12,0.52,0.96,1.63,2.05,2.36,2.8,3.07
"2014-11-10",0.04,0.02,0.07,0.13,0.55,1,1.65,2.07,2.38,2.81,3.09
"2014-11-17",0.02,0.03,0.07,0.15,0.54,0.96,1.64,2.04,2.34,2.79,3.06
"2014-11-24",0.04,0.02,0.08,0.14,0.53,0.95,1.62,2.02,2.3,2.74,3.01
"2014-12-01",0.01,0.03,0.08,0.13,0.49,0.9,1.52,1.93,2.22,2.66,2.95
"2014-12-08",0.03,0.03,0.1,0.18,0.64,1.1,1.67,2.02,2.26,2.62,2.9
"2014-12-15",0.02,0.04,0.11,0.22,0.6,1.03,1.58,1.9,2.12,2.45,2.74
"2014-12-22",0.01,0.05,0.16,0.28,0.71,1.13,1.67,1.98,2.17,2.47,2.75
"2014-12-29",0.01,0.03,0.12,0.25,0.72,1.14,1.72,2.02,2.22,2.51,2.78
"2015-01-05",0.02,0.03,0.1,0.26,0.68,1.06,1.57,1.85,2.04,2.32,2.6
"2015-01-12",0.02,0.03,0.09,0.19,0.56,0.91,1.39,1.69,1.92,2.23,2.49
"2015-01-16",0.02,0.03,0.07,0.17,0.49,0.8,1.29,1.6,1.83,2.17,2.44
"2015-01-26",0.02,0.03,0.08,0.18,0.54,0.89,1.36,1.64,1.83,2.14,2.4
"2015-02-02",0.01,0.02,0.07,0.17,0.49,0.78,1.19,1.49,1.68,2.07,2.25
"2015-02-09",0.02,0.01,0.08,0.24,0.65,1.04,1.49,1.78,1.96,2.28,2.52
"2015-02-13",0.02,0.01,0.07,0.23,0.66,1.03,1.53,1.84,2.02,2.39,2.63
"2015-02-23",0.01,0.02,0.08,0.22,0.64,1.03,1.56,1.88,2.06,2.44,2.66
"2015-03-02",0.02,0.02,0.08,0.22,0.66,1.06,1.57,1.89,2.08,2.46,2.68
"2015-03-09",0.01,0.02,0.1,0.27,0.7,1.13,1.66,1.99,2.2,2.58,2.8
"2015-03-16",0.02,0.05,0.15,0.26,0.66,1.06,1.57,1.9,2.1,2.45,2.67
"2015-03-23",0.02,0.03,0.11,0.24,0.6,0.93,1.41,1.71,1.92,2.29,2.51
"2015-03-30",0.02,0.04,0.14,0.27,0.58,0.93,1.41,1.74,1.96,2.32,2.55
"2015-04-06",0.02,0.03,0.1,0.21,0.51,0.83,1.31,1.67,1.92,2.31,2.57
"2015-04-13",0.02,0.03,0.11,0.23,0.54,0.89,1.38,1.71,1.94,2.33,2.58
"2015-04-20",0.03,0.03,0.1,0.24,0.55,0.86,1.33,1.65,1.9,2.31,2.56
"2015-04-27",0.01,0.02,0.1,0.25,0.54,0.87,1.36,1.69,1.94,2.36,2.61
"2015-05-04",0.01,0.02,0.08,0.25,0.6,0.96,1.51,1.9,2.16,2.62,2.88
"2015-05-11",0.02,0.02,0.09,0.25,0.62,1.02,1.59,2,2.28,2.76,3.03
"2015-05-18",0.01,0.02,0.08,0.22,0.58,0.95,1.54,1.95,2.23,2.75,3.02
"2015-05-22",0.01,0.02,0.08,0.23,0.64,1.01,1.57,1.96,2.21,2.73,2.99
"2015-06-01",0.02,0.02,0.07,0.26,0.64,0.99,1.55,1.93,2.19,2.69,2.94
"2015-06-08",0.01,0.02,0.09,0.27,0.7,1.09,1.72,2.13,2.39,2.86,3.11
"2015-06-15",0,0.02,0.11,0.28,0.72,1.1,1.71,2.11,2.36,2.83,3.09
"2015-06-22",0,0.01,0.08,0.27,0.68,1.06,1.68,2.1,2.37,2.87,3.16
"2015-06-29",0,0.02,0.11,0.27,0.64,1,1.62,2.05,2.33,2.82,3.09
"2015-07-06",0.01,0.02,0.09,0.26,0.6,0.95,1.56,2,2.3,2.78,3.08
"2015-07-13",0.02,0.02,0.1,0.28,0.69,1.06,1.71,2.14,2.44,2.92,3.21
"2015-07-20",0.03,0.04,0.14,0.31,0.71,1.09,1.72,2.11,2.38,2.79,3.1
"2015-07-27",0.04,0.05,0.15,0.32,0.68,1,1.58,1.96,2.23,2.64,2.93
"2015-08-03",0.03,0.08,0.17,0.33,0.68,0.99,1.52,1.89,2.16,2.55,2.86
"2015-08-10",0.03,0.12,0.24,0.4,0.73,1.09,1.62,1.98,2.24,2.58,2.89
"2015-08-17",0.03,0.1,0.24,0.4,0.72,1.07,1.58,1.92,2.16,2.51,2.81
"2015-08-24",0.02,0.06,0.2,0.33,0.59,0.9,1.39,1.75,2.01,2.42,2.73
"2015-08-31",0,0.08,0.27,0.39,0.74,1.07,1.54,1.94,2.21,2.64,2.95
"2015-09-04",0.02,0.02,0.23,0.36,0.71,1,1.47,1.85,2.13,2.58,2.89
"2015-09-14",0.02,0.07,0.26,0.4,0.73,1.03,1.51,1.88,2.18,2.62,2.95
"2015-09-21",0,0.01,0.11,0.36,0.72,1.01,1.51,1.9,2.2,2.67,3.02
"2015-09-28",0,0.01,0.1,0.34,0.67,0.97,1.42,1.8,2.1,2.51,2.87
"2015-10-05",0,0.01,0.06,0.26,0.61,0.89,1.35,1.74,2.07,2.52,2.9
"2015-10-09",0.01,0.01,0.07,0.28,0.65,0.96,1.41,1.8,2.12,2.55,2.94
"2015-10-19",0.06,0.02,0.12,0.23,0.61,0.89,1.35,1.73,2.04,2.48,2.89
"2015-10-26",0.01,0.02,0.16,0.25,0.66,0.94,1.41,1.78,2.07,2.5,2.87
"2015-11-02",0.01,0.08,0.27,0.37,0.77,1.08,1.57,1.93,2.2,2.6,2.95
"2015-11-09",0.06,0.14,0.34,0.47,0.89,1.27,1.75,2.11,2.36,2.79,3.12
"2015-11-16",0.05,0.15,0.33,0.5,0.88,1.18,1.66,2.02,2.27,2.72,3.07
"2015-11-23",0.06,0.14,0.35,0.5,0.94,1.26,1.7,2.03,2.25,2.66,3
"2015-11-30",0.11,0.22,0.42,0.51,0.94,1.24,1.65,1.99,2.21,2.63,2.98
"2015-12-07",0.21,0.29,0.57,0.67,0.94,1.24,1.67,2.02,2.23,2.59,2.95
"2015-12-14",0.13,0.26,0.54,0.68,0.97,1.25,1.66,2.02,2.23,2.59,2.96
"2015-12-21",0.14,0.24,0.51,0.64,0.96,1.28,1.67,2,2.2,2.55,2.92
"2015-12-28",0.13,0.23,0.51,0.66,1.05,1.33,1.73,2.05,2.24,2.59,2.95
"2016-01-04",0.17,0.22,0.49,0.61,1.02,1.31,1.73,2.06,2.24,2.64,2.98
"2016-01-11",0.19,0.21,0.48,0.63,0.94,1.2,1.58,1.94,2.17,2.59,2.96
"2016-01-15",0.19,0.24,0.37,0.49,0.85,1.08,1.46,1.79,2.03,2.44,2.81
"2016-01-25",0.25,0.31,0.42,0.47,0.88,1.1,1.47,1.79,2.03,2.42,2.8
"2016-02-01",0.19,0.35,0.47,0.47,0.81,1.01,1.38,1.72,1.97,2.38,2.77
"2016-02-08",0.21,0.32,0.42,0.51,0.66,0.83,1.16,1.48,1.75,2.17,2.56
"2016-02-12",0.26,0.3,0.39,0.51,0.71,0.89,1.2,1.5,1.74,2.15,2.6
"2016-02-22",0.28,0.33,0.46,0.55,0.78,0.92,1.25,1.54,1.77,2.18,2.62
"2016-02-29",0.23,0.33,0.49,0.62,0.78,0.91,1.22,1.52,1.74,2.19,2.61
"2016-03-07",0.27,0.32,0.49,0.67,0.91,1.08,1.42,1.72,1.91,2.3,2.71
"2016-03-14",0.28,0.34,0.52,0.7,0.97,1.15,1.49,1.78,1.97,2.33,2.74
"2016-03-21",0.26,0.31,0.46,0.63,0.87,1.05,1.38,1.7,1.92,2.31,2.72
"2016-03-28",0.19,0.29,0.49,0.65,0.89,1.04,1.37,1.68,1.89,2.26,2.66
"2016-04-04",0.18,0.23,0.38,0.59,0.75,0.88,1.22,1.53,1.78,2.19,2.6
"2016-04-11",0.19,0.23,0.34,0.53,0.7,0.85,1.16,1.48,1.73,2.14,2.56
"2016-04-18",0.16,0.22,0.35,0.52,0.75,0.9,1.24,1.54,1.78,2.17,2.58
"2016-04-25",0.17,0.25,0.4,0.57,0.85,1.01,1.38,1.69,1.91,2.32,2.72
"2016-05-02",0.11,0.22,0.41,0.55,0.8,0.96,1.32,1.64,1.88,2.31,2.71
"2016-05-09",0.21,0.24,0.38,0.51,0.72,0.86,1.2,1.51,1.77,2.18,2.61
"2016-05-16",0.21,0.28,0.38,0.57,0.79,0.94,1.26,1.55,1.75,2.18,2.59
"2016-05-23",0.26,0.35,0.48,0.69,0.91,1.05,1.38,1.65,1.84,2.23,2.63
"2016-05-27",0.23,0.32,0.47,0.68,0.9,1.06,1.39,1.67,1.85,2.25,2.65
"2016-06-06",0.19,0.28,0.43,0.6,0.8,0.94,1.25,1.53,1.73,2.12,2.55
"2016-06-13",0.23,0.27,0.4,0.55,0.73,0.84,1.14,1.42,1.62,2.01,2.43
"2016-06-20",0.23,0.28,0.41,0.56,0.74,0.87,1.17,1.45,1.67,2.03,2.47
"2016-06-27",0.22,0.27,0.35,0.45,0.61,0.7,1,1.26,1.46,1.83,2.28
"2016-07-01",0.24,0.28,0.37,0.45,0.59,0.71,1,1.27,1.46,1.81,2.24
"2016-07-11",0.28,0.31,0.4,0.5,0.66,0.77,1.03,1.27,1.43,1.73,2.14
"2016-07-18",0.26,0.32,0.44,0.52,0.68,0.85,1.14,1.4,1.59,1.9,2.3
"2016-07-25",0.28,0.32,0.44,0.55,0.72,0.87,1.15,1.41,1.58,1.9,2.29
"2016-08-01",0.2,0.29,0.4,0.5,0.67,0.78,1.06,1.33,1.51,1.84,2.24
"2016-08-08",0.27,0.31,0.45,0.57,0.74,0.86,1.15,1.42,1.59,1.91,2.3
"2016-08-15",0.26,0.31,0.46,0.56,0.72,0.85,1.14,1.4,1.55,1.9,2.27
"2016-08-22",0.24,0.29,0.45,0.58,0.76,0.86,1.15,1.4,1.55,1.88,2.24
"2016-08-29",0.25,0.33,0.49,0.62,0.81,0.92,1.18,1.43,1.57,1.9,2.22
"2016-09-02",0.25,0.33,0.45,0.59,0.8,0.92,1.2,1.47,1.6,1.95,2.28
"2016-09-12",0.24,0.37,0.53,0.57,0.79,0.92,1.21,1.5,1.68,2.05,2.4
"2016-09-19",0.16,0.3,0.48,0.6,0.79,0.92,1.22,1.52,1.7,2.1,2.45
"2016-09-26",0.12,0.25,0.42,0.58,0.76,0.87,1.13,1.41,1.59,2,2.32
"2016-10-03",0.25,0.32,0.48,0.63,0.8,0.91,1.18,1.46,1.63,2.01,2.34
"2016-10-07",0.26,0.33,0.46,0.66,0.83,0.99,1.26,1.55,1.73,2.14,2.46
"2016-10-17",0.24,0.34,0.47,0.65,0.81,0.98,1.26,1.56,1.77,2.19,2.52
"2016-10-24",0.23,0.33,0.46,0.66,0.84,1,1.27,1.56,1.77,2.18,2.52
"2016-10-31",0.2,0.34,0.51,0.66,0.86,1,1.31,1.62,1.84,2.25,2.58
"2016-11-07",0.28,0.41,0.54,0.63,0.82,0.99,1.29,1.6,1.83,2.26,2.6
"2016-11-14",0.32,0.55,0.65,0.77,1,1.27,1.66,2.01,2.23,2.65,2.99
"2016-11-21",0.28,0.46,0.6,0.78,1.08,1.36,1.79,2.13,2.33,2.69,3
"2016-11-28",0.32,0.48,0.6,0.79,1.11,1.38,1.8,2.13,2.32,2.68,2.99
"2016-12-05",0.34,0.49,0.63,0.82,1.13,1.42,1.84,2.19,2.39,2.76,3.05
"2016-12-12",0.42,0.51,0.64,0.85,1.15,1.44,1.9,2.26,2.49,2.86,3.16
"2016-12-19",0.45,0.52,0.65,0.9,1.24,1.55,2.03,2.35,2.54,2.85,3.12
"2016-12-23",0.42,0.52,0.65,0.87,1.22,1.54,2.04,2.35,2.55,2.86,3.12
"2016-12-30",0.44,0.51,0.62,0.85,1.2,1.47,1.93,2.25,2.45,2.79,3.06
"2017-01-09",0.5,0.5,0.6,0.82,1.21,1.47,1.89,2.18,2.38,2.69,2.97
"2017-01-13",0.52,0.53,0.61,0.82,1.21,1.48,1.9,2.2,2.4,2.71,2.99
"2017-01-23",0.46,0.51,0.59,0.79,1.16,1.43,1.88,2.19,2.41,2.72,2.99
"2017-01-30",0.49,0.51,0.63,0.81,1.22,1.48,1.94,2.28,2.49,2.82,3.08
"2017-02-06",0.48,0.53,0.62,0.79,1.16,1.43,1.86,2.19,2.42,2.76,3.05
"2017-02-13",0.5,0.52,0.63,0.82,1.2,1.48,1.92,2.24,2.43,2.77,3.03
"2017-02-17",0.5,0.53,0.66,0.82,1.21,1.48,1.92,2.23,2.42,2.78,3.03
"2017-02-27",0.44,0.5,0.68,0.81,1.2,1.46,1.87,2.18,2.36,2.72,2.98
"2017-03-06",0.56,0.74,0.83,0.97,1.31,1.6,2.02,2.32,2.49,2.84,3.1
"2017-03-13",0.69,0.79,0.93,1.06,1.4,1.69,2.14,2.43,2.62,2.97,3.2
"2017-03-20",0.7,0.76,0.89,1.01,1.3,1.57,2,2.28,2.47,2.83,3.08
"2017-03-27",0.73,0.78,0.91,1,1.27,1.51,1.93,2.2,2.38,2.73,2.98
"2017-04-03",0.73,0.79,0.92,1.02,1.24,1.47,1.88,2.16,2.35,2.71,2.98
"2017-04-10",0.77,0.82,0.97,1.07,1.29,1.52,1.91,2.18,2.37,2.72,2.99
"2017-04-17",0.76,0.83,0.94,1.04,1.21,1.42,1.79,2.07,2.26,2.65,2.92
"2017-04-24",0.74,0.81,0.96,1.03,1.25,1.44,1.81,2.09,2.28,2.65,2.93
"2017-05-01",0.67,0.83,0.98,1.09,1.28,1.48,1.84,2.13,2.33,2.71,3
"2017-05-08",0.73,0.91,1.02,1.12,1.33,1.53,1.91,2.19,2.39,2.76,3.02
"2017-05-15",0.73,0.9,1.02,1.11,1.31,1.49,1.86,2.14,2.34,2.76,3
"2017-05-22",0.7,0.93,1.05,1.12,1.29,1.45,1.8,2.06,2.25,2.64,2.91
"2017-05-26",0.75,0.94,1.08,1.17,1.3,1.46,1.79,2.06,2.25,2.65,2.92
"2017-06-05",0.83,0.96,1.06,1.16,1.32,1.45,1.74,1.99,2.18,2.56,2.84
"2017-06-12",0.82,0.98,1.09,1.19,1.35,1.5,1.78,2.02,2.21,2.59,2.86
"2017-06-19",0.85,1.02,1.13,1.22,1.36,1.52,1.8,2.02,2.19,2.53,2.79
"2017-06-26",0.81,0.99,1.1,1.2,1.36,1.48,1.77,1.97,2.14,2.46,2.7
"2017-07-03",0.96,1.06,1.13,1.24,1.41,1.6,1.93,2.19,2.35,2.65,2.86
"2017-07-10",0.95,1.04,1.13,1.23,1.4,1.59,1.93,2.2,2.38,2.7,2.93
"2017-07-17",0.95,1.07,1.1,1.22,1.36,1.53,1.86,2.12,2.31,2.65,2.89
"2017-07-24",1,1.17,1.12,1.23,1.37,1.53,1.83,2.07,2.26,2.59,2.83
"2017-07-31",1,1.07,1.13,1.23,1.34,1.51,1.84,2.11,2.3,2.66,2.89
"2017-08-07",0.99,1.02,1.14,1.22,1.36,1.52,1.81,2.07,2.26,2.6,2.84
"2017-08-14",0.95,1.02,1.13,1.23,1.33,1.48,1.77,2.04,2.22,2.57,2.81
"2017-08-21",0.95,1,1.11,1.23,1.32,1.46,1.76,2,2.18,2.52,2.77
"2017-08-28",0.99,0.98,1.12,1.24,1.33,1.46,1.74,1.99,2.16,2.51,2.76
"2017-09-01",0.96,1.02,1.1,1.24,1.35,1.46,1.73,1.99,2.16,2.51,2.77
"2017-09-11",0.97,1.05,1.16,1.24,1.32,1.44,1.71,1.96,2.14,2.49,2.75
"2017-09-18",0.96,1.05,1.18,1.3,1.4,1.54,1.83,2.06,2.23,2.56,2.8
"2017-09-25",0.97,1.05,1.19,1.3,1.44,1.56,1.85,2.07,2.22,2.53,2.76
"2017-10-02",0.95,1.01,1.22,1.31,1.49,1.63,1.94,2.17,2.34,2.64,2.87
"2017-10-06",1.03,1.07,1.22,1.35,1.54,1.66,1.97,2.2,2.37,2.68,2.91
"2017-10-16",0.97,1.1,1.24,1.42,1.54,1.68,1.95,2.15,2.3,2.58,2.82
"2017-10-23",1,1.09,1.25,1.42,1.58,1.7,2.01,2.22,2.38,2.66,2.89
"2017-10-30",0.97,1.12,1.24,1.42,1.58,1.71,2,2.22,2.37,2.66,2.88
"2017-11-06",1.03,1.19,1.3,1.5,1.61,1.73,1.99,2.17,2.32,2.58,2.8
"2017-11-13",1.07,1.24,1.37,1.55,1.7,1.82,2.08,2.27,2.4,2.67,2.87
"2017-11-20",1.09,1.3,1.46,1.62,1.77,1.86,2.09,2.26,2.37,2.6,2.78
"2017-11-27",1.15,1.27,1.41,1.62,1.74,1.84,2.06,2.21,2.32,2.57,2.76
"2017-12-04",1.16,1.29,1.45,1.66,1.8,1.93,2.15,2.29,2.37,2.58,2.77
"2017-12-11",1.18,1.33,1.47,1.69,1.82,1.95,2.16,2.3,2.39,2.59,2.77
"2017-12-18",1.26,1.38,1.51,1.7,1.84,1.94,2.17,2.3,2.39,2.57,2.74
"2017-12-22",1.15,1.33,1.54,1.73,1.91,2.01,2.26,2.4,2.48,2.68,2.83
"2017-12-29",1.28,1.39,1.53,1.76,1.89,1.98,2.2,2.33,2.4,2.58,2.74
"2018-01-08",1.3,1.45,1.6,1.79,1.96,2.07,2.29,2.41,2.49,2.65,2.81
"2018-01-12",1.31,1.43,1.59,1.78,1.99,2.12,2.35,2.48,2.55,2.71,2.85
"2018-01-22",1.27,1.44,1.65,1.79,2.08,2.21,2.46,2.59,2.66,2.79,2.93
"2018-01-29",1.28,1.44,1.66,1.8,2.11,2.26,2.49,2.63,2.7,2.82,2.94
"2018-02-05",1.4,1.51,1.67,1.85,2.08,2.25,2.5,2.68,2.77,2.92,3.04
"2018-02-12",1.35,1.62,1.82,1.93,2.09,2.3,2.56,2.77,2.86,3.02,3.14
"2018-02-16",1.35,1.62,1.83,2,2.21,2.38,2.63,2.81,2.87,3.02,3.13
"2018-02-26",1.39,1.66,1.87,2.03,2.22,2.37,2.6,2.77,2.86,3.03,3.15
"2018-03-05",1.53,1.7,1.86,2.06,2.24,2.41,2.65,2.81,2.88,3.04,3.16
"2018-03-12",1.6,1.71,1.89,2.05,2.27,2.43,2.64,2.79,2.87,3,3.13
"2018-03-19",1.7,1.8,1.99,2.08,2.31,2.45,2.65,2.78,2.85,2.97,3.09
"2018-03-26",1.71,1.79,1.94,2.06,2.33,2.44,2.64,2.78,2.85,2.96,3.08
"2018-04-02",1.68,1.77,1.92,2.08,2.25,2.37,2.55,2.67,2.73,2.85,2.97
"2018-04-09",1.67,1.76,1.93,2.08,2.29,2.43,2.6,2.72,2.78,2.89,3.02
"2018-04-16",1.64,1.79,1.98,2.12,2.39,2.52,2.69,2.78,2.83,2.91,3.03
"2018-04-23",1.69,1.87,2.04,2.25,2.49,2.64,2.83,2.94,2.98,3.05,3.15
"2018-04-30",1.65,1.87,2.04,2.24,2.49,2.62,2.79,2.91,2.95,3.01,3.11
"2018-05-07",1.69,1.86,2.05,2.25,2.49,2.64,2.78,2.9,2.95,3.02,3.12
"2018-05-14",1.7,1.93,2.09,2.28,2.55,2.7,2.85,2.96,3,3.06,3.13
"2018-05-21",1.71,1.93,2.14,2.35,2.58,2.73,2.9,3.02,3.06,3.13,3.2
"2018-05-25",1.7,1.9,2.07,2.27,2.48,2.6,2.76,2.88,2.93,3.01,3.09
"2018-06-04",1.77,1.94,2.13,2.3,2.52,2.64,2.78,2.89,2.94,3,3.08
"2018-06-11",1.82,1.94,2.11,2.32,2.52,2.66,2.8,2.91,2.96,3.02,3.1
"2018-06-18",1.84,1.94,2.13,2.35,2.56,2.67,2.8,2.89,2.92,2.98,3.05
"2018-06-25",1.8,1.93,2.13,2.34,2.54,2.63,2.75,2.83,2.87,2.95,3.02
"2018-07-02",1.9,1.98,2.14,2.34,2.57,2.65,2.75,2.83,2.87,2.92,2.99
"2018-07-09",1.87,1.98,2.15,2.34,2.57,2.66,2.75,2.82,2.86,2.9,2.96
"2018-07-16",1.9,2.01,2.19,2.39,2.59,2.67,2.75,2.82,2.85,2.9,2.96
"2018-07-23",1.88,1.99,2.19,2.42,2.64,2.72,2.83,2.92,2.96,3.04,3.1
"2018-07-30",1.91,2.04,2.21,2.43,2.66,2.77,2.85,2.94,2.98,3.05,3.11
"2018-08-06",1.92,2.05,2.23,2.44,2.64,2.73,2.8,2.89,2.94,3.02,3.08
"2018-08-13",1.93,2.06,2.22,2.42,2.61,2.68,2.75,2.82,2.88,2.97,3.05
"2018-08-20",1.93,2.06,2.25,2.43,2.6,2.65,2.7,2.77,2.82,2.91,2.99
"2018-08-27",1.96,2.12,2.25,2.47,2.67,2.7,2.74,2.81,2.85,2.92,3
"2018-08-31",1.95,2.11,2.28,2.46,2.62,2.7,2.74,2.81,2.86,2.95,3.02
"2018-09-10",1.98,2.14,2.32,2.54,2.73,2.78,2.83,2.89,2.94,3.02,3.09
"2018-09-17",2.02,2.16,2.35,2.57,2.78,2.85,2.89,2.96,2.99,3.07,3.13
"2018-09-24",2.07,2.22,2.38,2.6,2.83,2.89,2.96,3.04,3.08,3.15,3.21
"2018-09-28",2.12,2.19,2.36,2.59,2.81,2.88,2.94,3.01,3.05,3.13,3.19
